loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti
9.90353755128617, 60 months,16.49,491.59,D,3 years,MORTGAGE,11.184435286790631,Verified,Fully Paid,wedding,TX,24.58
9.546884034617925, 36 months,10.99,458.28,B,4 years,OWN,10.596659732783579,Not Verified,Fully Paid,vacation,NJ,13.71
8.343077871169383, 36 months,5.99,127.76,A,1 year,MORTGAGE,11.112462823634855,Not Verified,Fully Paid,credit_card,NY,8.38
10.12667110305036, 60 months,19.29,652.51,E,10+ years,MORTGAGE,11.216229556350545,Verified,Charged Off,other,TX,23.07
9.210440366976517, 36 months,8.49,315.63,A,5 years,MORTGAGE,12.388398368982115,Source Verified,Fully Paid,debt_consolidation,CA,2.85
9.942756341456828, 60 months,20.62,558.28,F,5 years,MORTGAGE,11.156264806643742,Verified,Fully Paid,credit_card,TX,19.73
8.517393171418904, 36 months,11.49,164.86,B,6 years,MORTGAGE,11.225256725762893,Not Verified,Fully Paid,debt_consolidation,NY,5.02
9.472781556562168, 36 months,8.49,410.32,A,3 years,MORTGAGE,11.264476926102367,Not Verified,Charged Off,debt_consolidation,CA,11.69
8.987321812850125, 36 months,5.42,241.28,A,10+ years,MORTGAGE,9.99884318585288,Source Verified,Fully Paid,car,IL,24.16
9.798182590890704, 36 months,13.99,615.11,C,9 years,RENT,11.082157933374816,Not Verified,Fully Paid,debt_consolidation,NY,13.16
9.259225769705994, 36 months,7.49,326.57,A,4 years,OWN,11.002116507732017,Not Verified,Fully Paid,debt_consolidation,CA,4.96
9.210440366976517, 36 months,7.49,311.02,A,1 year,RENT,10.181157167204903,Not Verified,Fully Paid,debt_consolidation,NY,11.86
8.006700845440367, 36 months,10.99,98.21,B,10+ years,RENT,11.112462823634855,Not Verified,Fully Paid,debt_consolidation,CA,20.96
8.38958706681109, 36 months,5.99,133.84,A,10+ years,MORTGAGE,10.778977123006351,Source Verified,Fully Paid,medical,CA,8.43
8.699681400989514, 36 months,6.99,185.24,A,10+ years,MORTGAGE,11.407576060361786,Not Verified,Fully Paid,vacation,FL,18.16
10.138599199626192, 36 months,10.99,828.17,B,10+ years,RENT,11.461642696843066,Verified,Charged Off,small_business,NY,1.68
9.61587214452889, 60 months,10.99,326.07,B,10+ years,RENT,11.294781892900653,Not Verified,Fully Paid,debt_consolidation,CA,13.42
8.551787836180736, 60 months,11.99,115.09,B,8 years,RENT,10.736418414365376,Not Verified,Fully Paid,debt_consolidation,FL,4.93
8.853808274977197, 60 months,20.99,189.34,F,1 year,RENT,10.491301994830229,Source Verified,Fully Paid,debt_consolidation,NY,12.77
9.332646496360152, 60 months,12.99,257.06,C,10+ years,MORTGAGE,10.616461869895815,Not Verified,Charged Off,debt_consolidation,FL,17.62
9.820160289946374, 36 months,5.99,559.69,A,10+ years,MORTGAGE,11.51293546492023,Source Verified,Fully Paid,debt_consolidation,NJ,17.89
8.476579508530941, 36 months,10.99,157.13,B,10+ years,MORTGAGE,10.907807476583594,Not Verified,Fully Paid,major_purchase,CA,14.15
7.783640596221253, 36 months,12.99,80.86,C,4 years,RENT,11.112462823634855,Not Verified,Fully Paid,small_business,CA,15.01
8.699681400989514, 36 months,10.99,196.41,B,< 1 year,RENT,12.323860125621126,Verified,Fully Paid,car,NY,5.51
9.210440366976517, 36 months,7.49,311.02,A,5 years,RENT,11.407576060361786,Source Verified,Fully Paid,credit_card,NY,8.44
9.90353755128617, 60 months,17.99,507.76,E,7 years,RENT,10.896757843893464,Source Verified,Fully Paid,credit_card,NY,18.04
8.853808274977197, 36 months,7.49,217.72,A,2 years,MORTGAGE,10.491301994830229,Not Verified,Fully Paid,car,NY,18.83
9.99884318585288, 60 months,12.99,500.46,C,5 years,MORTGAGE,11.407576060361786,Verified,Fully Paid,credit_card,TX,9.85
9.392745258631441, 60 months,14.79,284.16,C,1 year,RENT,10.714439990727769,Source Verified,Charged Off,debt_consolidation,NJ,14.72
9.124346658809207, 60 months,10.59,197.62,B,2 years,RENT,9.798182590890704,Not Verified,Charged Off,small_business,IL,26.25
8.294299608857235, 36 months,12.99,134.76,C,5 years,RENT,10.645448706505872,Not Verified,Charged Off,debt_consolidation,FL,18.6
7.313886831633462, 36 months,5.99,45.63,A,nan,OWN,10.961295207644392,Verified,Fully Paid,other,CA,12.6
8.699681400989514, 36 months,8.49,189.38,A,3 years,RENT,11.156264806643742,Source Verified,Fully Paid,moving,FL,8.93
9.45727857185611, 36 months,7.49,398.11,A,6 years,MORTGAGE,10.933124826700707,Verified,Charged Off,debt_consolidation,CA,15.34
8.594339400592892, 36 months,11.99,179.34,B,3 years,RENT,10.915106645867503,Source Verified,Fully Paid,debt_consolidation,NY,10.19
9.210440366976517, 36 months,8.49,315.63,A,5 years,MORTGAGE,11.082157933374816,Not Verified,Fully Paid,credit_card,IL,12.24
9.15915233520675, 60 months,10.99,206.51,B,10+ years,RENT,10.778977123006351,Not Verified,Fully Paid,debt_consolidation,NY,17.7
8.962007209588313, 36 months,6.99,240.81,A,nan,MORTGAGE,10.985309671896763,Verified,Fully Paid,debt_consolidation,CA,20.11
8.071218539969863, 36 months,5.99,97.34,A,10+ years,MORTGAGE,11.314486721293981,Source Verified,Fully Paid,debt_consolidation,NY,14.58
9.90353755128617, 60 months,12.99,454.96,C,2 years,RENT,10.691967639914864,Verified,Fully Paid,debt_consolidation,NY,12.22
7.496097345175956, 60 months,20.25,47.94,F,2 years,MORTGAGE,10.373522431293592,Source Verified,Fully Paid,debt_consolidation,NY,2.63
8.630700432209832, 36 months,8.49,176.76,A,< 1 year,RENT,11.050905878263567,Verified,Fully Paid,credit_card,IL,11.85
8.517393171418904, 36 months,17.99,180.74,E,2 years,RENT,10.491301994830229,Source Verified,Charged Off,major_purchase,NY,0.4
8.006700845440367, 36 months,13.49,101.8,C,2 years,RENT,9.980494888896912,Source Verified,Fully Paid,credit_card,CA,18.94
9.680406499268875, 60 months,10.99,347.8,B,10+ years,MORTGAGE,11.248972939884327,Source Verified,Fully Paid,debt_consolidation,FL,24.13
9.210440366976517, 36 months,10.59,325.45,B,< 1 year,MORTGAGE,10.545367754151743,Source Verified,Charged Off,wedding,FL,14.75
7.824445930877619, 36 months,11.99,83.03,B,5 years,RENT,10.703266939811954,Not Verified,Fully Paid,credit_card,IL,15.1
9.143238568435446, 36 months,7.49,290.81,A,4 years,RENT,10.819798284210286,Not Verified,Fully Paid,credit_card,CA,22.01
9.90353755128617, 36 months,7.49,622.04,A,10+ years,RENT,10.912065718500257,Verified,Fully Paid,debt_consolidation,CA,18.86
9.517898598432753, 36 months,11.99,451.65,B,10+ years,RENT,11.19822841866684,Verified,Fully Paid,debt_consolidation,CA,3.76
9.521568058002977, 60 months,23.59,389.45,G,3 years,RENT,10.596659732783579,Not Verified,Charged Off,debt_consolidation,NJ,15.42
8.517393171418904, 36 months,7.49,155.51,A,3 years,RENT,10.373522431293592,Source Verified,Fully Paid,debt_consolidation,CA,15.49
9.210440366976517, 36 months,8.49,315.63,A,4 years,MORTGAGE,10.416041681575788,Not Verified,Fully Paid,major_purchase,IL,11.46
10.308985993422082, 60 months,20.99,811.44,F,1 year,RENT,11.496806245590331,Verified,Fully Paid,other,CA,16.68
9.036106025364846, 36 months,13.99,287.06,C,8 years,RENT,10.858941303591607,Not Verified,Fully Paid,debt_consolidation,CA,12.44
8.699681400989514, 36 months,7.49,186.61,A,6 years,OWN,10.308985993422082,Not Verified,Charged Off,debt_consolidation,TX,28.76
8.294299608857235, 60 months,13.49,92.02,C,5 years,RENT,10.275223507900165,Not Verified,Fully Paid,debt_consolidation,NY,19.65
9.842994172107165, 60 months,16.49,462.71,D,7 years,RENT,10.308985993422082,Source Verified,Fully Paid,debt_consolidation,CA,18.96
8.160803920954665, 36 months,8.49,110.48,A,6 years,RENT,10.181157167204903,Not Verified,Charged Off,debt_consolidation,FL,7.27
8.79497643168877, 36 months,7.49,205.28,A,6 years,RENT,10.457401400981889,Source Verified,Fully Paid,other,FL,2.1
8.188966863648876, 36 months,5.99,109.51,A,3 years,RENT,10.308985993422082,Source Verified,Fully Paid,vacation,CA,20.32
9.61587214452889, 60 months,18.39,384.1,E,nan,MORTGAGE,10.375894541398061,Verified,Fully Paid,debt_consolidation,FL,6.96
9.90353755128617, 36 months,17.99,722.95,E,1 year,RENT,11.982935344196433,Source Verified,Fully Paid,debt_consolidation,CA,3.61
9.798182590890704, 60 months,11.49,395.78,B,10+ years,MORTGAGE,10.959557617938563,Not Verified,Fully Paid,debt_consolidation,NY,6.18
9.425532393502772, 60 months,18.39,317.52,E,10+ years,MORTGAGE,10.915106645867503,Source Verified,Fully Paid,debt_consolidation,FL,5.21
8.006700845440367, 36 months,7.49,93.31,A,10+ years,OWN,11.156264806643742,Source Verified,Fully Paid,debt_consolidation,CA,22.29
10.463131911491967, 36 months,12.99,1179.12,C,5 years,MORTGAGE,11.289794413577894,Verified,Fully Paid,small_business,CA,5.28
10.12667110305036, 60 months,13.49,575.12,C,10+ years,MORTGAGE,11.050905878263567,Verified,Fully Paid,home_improvement,NJ,0.21
9.392745258631441, 36 months,12.99,404.27,C,< 1 year,MORTGAGE,10.778977123006351,Source Verified,Fully Paid,debt_consolidation,CA,17.88
8.987321812850125, 60 months,16.49,196.64,D,5 years,RENT,11.407576060361786,Not Verified,Fully Paid,debt_consolidation,NJ,18.28
8.955577146281511, 60 months,16.49,190.49,D,8 years,MORTGAGE,11.082157933374816,Not Verified,Charged Off,debt_consolidation,NJ,22.74
10.463131911491967, 60 months,13.49,805.17,C,10+ years,RENT,11.695255355062795,Verified,Fully Paid,debt_consolidation,NY,6.32
7.824445930877619, 36 months,6.99,77.19,A,5 years,MORTGAGE,11.002116507732017,Source Verified,Fully Paid,car,CA,19.38
9.392745258631441, 36 months,6.99,370.48,A,10+ years,MORTGAGE,11.429554725537322,Source Verified,Fully Paid,home_improvement,TX,1.53
9.105090961257085, 36 months,10.59,292.91,B,4 years,MORTGAGE,10.933124826700707,Not Verified,Fully Paid,debt_consolidation,TX,8.36
9.90353755128617, 60 months,18.79,516.51,E,1 year,RENT,11.238449144805152,Verified,Fully Paid,debt_consolidation,CA,12.58
8.699681400989514, 36 months,16.49,212.4,D,7 years,MORTGAGE,10.843514342086866,Source Verified,Fully Paid,renewable_energy,TX,9.89
8.987321812850125, 36 months,9.99,258.1,B,1 year,RENT,11.034905792929415,Verified,Fully Paid,debt_consolidation,NY,24.91
8.343077871169383, 36 months,7.49,130.63,A,4 years,MORTGAGE,11.225256725762893,Not Verified,Fully Paid,moving,NJ,5.07
8.167919362957816, 60 months,10.99,76.63,B,10+ years,MORTGAGE,11.775266652248366,Source Verified,Fully Paid,other,NY,16.74
9.210440366976517, 36 months,11.49,329.72,B,5 years,MORTGAGE,11.127277689932466,Verified,Fully Paid,major_purchase,NY,9.99
10.203629181337648, 60 months,18.39,691.37,E,< 1 year,OWN,11.034905792929415,Source Verified,Fully Paid,debt_consolidation,NJ,14.77
8.699681400989514, 36 months,5.42,180.96,A,10+ years,MORTGAGE,11.51293546492023,Not Verified,Fully Paid,major_purchase,CA,6.48
10.278527816830314, 36 months,15.99,1022.93,D,8 years,RENT,11.156264806643742,Verified,Fully Paid,debt_consolidation,CA,22.37
8.764209507142004, 36 months,15.99,224.98,D,10+ years,MORTGAGE,10.819798284210286,Source Verified,Charged Off,other,TX,9.34
9.61587214452889, 36 months,12.99,505.34,C,9 years,RENT,10.755581038365076,Verified,Fully Paid,debt_consolidation,NY,18.14
8.987321812850125, 36 months,8.49,252.51,A,2 years,RENT,11.296024885689746,Not Verified,Fully Paid,wedding,CA,1.65
7.650168700845001, 36 months,11.49,69.24,B,10+ years,MORTGAGE,10.915033917272405,Not Verified,Fully Paid,other,TX,12.96
10.085850775128717, 60 months,13.49,552.12,C,2 years,MORTGAGE,11.49273296168228,Verified,Fully Paid,debt_consolidation,IL,14.63
9.90353755128617, 36 months,7.49,622.04,A,10+ years,RENT,10.594532525004203,Verified,Fully Paid,debt_consolidation,FL,13.71
8.853808274977197, 36 months,9.99,225.84,B,10+ years,RENT,11.521300297952408,Source Verified,Fully Paid,other,CA,15.07
10.12667110305036, 36 months,10.99,818.35,B,nan,MORTGAGE,10.952927103863022,Verified,Fully Paid,credit_card,CA,15.29
8.343077871169383, 36 months,15.62,146.88,D,< 1 year,OWN,10.085850775128717,Source Verified,Fully Paid,other,FL,3.2
8.294299608857235, 60 months,11.99,88.96,B,< 1 year,RENT,10.166044106207172,Source Verified,Charged Off,debt_consolidation,IL,24.18
10.463131911491967, 36 months,11.99,1162.34,B,1 year,RENT,11.350418300109132,Verified,Fully Paid,debt_consolidation,FL,22.76
8.77971129020447, 36 months,17.49,233.34,D,4 years,RENT,10.645448706505872,Source Verified,Fully Paid,small_business,CA,7.91
7.496097345175956, 36 months,7.49,55.99,A,10+ years,MORTGAGE,10.915106645867503,Not Verified,Fully Paid,other,CA,11.3
8.517393171418904, 36 months,6.99,154.37,A,6 years,RENT,10.645448706505872,Source Verified,Fully Paid,debt_consolidation,CA,27.86
9.61587214452889, 36 months,11.99,498.15,B,6 years,MORTGAGE,10.668978650219241,Source Verified,Fully Paid,debt_consolidation,FL,9.27
10.463131911491967, 60 months,13.49,805.17,C,7 years,MORTGAGE,11.289794413577894,Verified,Fully Paid,other,FL,20.54
9.546884034617925, 36 months,8.49,441.89,A,10+ years,RENT,10.736418414365376,Source Verified,Fully Paid,debt_consolidation,CA,22.67
8.987321812850125, 36 months,6.99,246.99,A,3 years,MORTGAGE,11.156264806643742,Source Verified,Fully Paid,small_business,CA,9.19
9.392745258631441, 60 months,11.99,266.88,B,8 years,RENT,11.089820688682373,Source Verified,Fully Paid,debt_consolidation,CA,9.36
8.476579508530941, 36 months,10.59,156.22,B,6 years,RENT,10.373522431293592,Not Verified,Fully Paid,debt_consolidation,IL,20.21
9.210440366976517, 60 months,12.99,227.48,C,3 years,RENT,10.819798284210286,Source Verified,Fully Paid,small_business,CA,11.66
8.517393171418904, 36 months,13.49,169.66,C,10+ years,MORTGAGE,11.635151947212842,Source Verified,Fully Paid,wedding,FL,12.96
9.614204198717374, 60 months,13.49,344.5,C,3 years,RENT,10.801634680173994,Source Verified,Fully Paid,debt_consolidation,CA,15.71
8.188966863648876, 36 months,15.62,125.9,D,2 years,RENT,11.790564777297387,Not Verified,Fully Paid,other,NY,21.62
9.61587214452889, 36 months,18.39,545.23,E,nan,OWN,10.422311107413181,Verified,Fully Paid,other,NY,14.25
9.593968785475173, 60 months,11.49,322.67,B,1 year,RENT,10.239995502805316,Verified,Charged Off,debt_consolidation,CA,23.1
6.90875477931522, 36 months,10.99,32.74,B,< 1 year,RENT,10.308985993422082,Not Verified,Fully Paid,debt_consolidation,CA,23.12
9.90353755128617, 60 months,12.99,454.96,C,4 years,MORTGAGE,11.156264806643742,Verified,Fully Paid,debt_consolidation,FL,10.29
9.392745258631441, 36 months,12.99,404.27,C,3 years,RENT,10.839600519357369,Not Verified,Fully Paid,debt_consolidation,FL,10.35
8.699681400989514, 36 months,7.49,186.61,A,10+ years,RENT,10.624371488067673,Not Verified,Fully Paid,debt_consolidation,NY,16.95
8.071218539969863, 60 months,17.49,80.38,D,3 years,RENT,10.351660875132662,Source Verified,Fully Paid,debt_consolidation,CA,7.9
8.294299608857235, 36 months,10.99,130.94,B,9 years,RENT,10.645448706505872,Source Verified,Charged Off,moving,CA,0.89
7.170888478512505, 36 months,10.59,42.31,B,4 years,RENT,11.39640288460621,Not Verified,Fully Paid,credit_card,CA,5.18
8.621733370690162, 36 months,9.99,179.06,B,2 years,OWN,10.555838779903407,Source Verified,Fully Paid,credit_card,NY,10.0
9.61587214452889, 60 months,13.49,345.08,C,10+ years,RENT,11.561725152903833,Not Verified,Fully Paid,debt_consolidation,NY,17.03
9.472781556562168, 36 months,10.59,423.09,B,10+ years,MORTGAGE,11.407576060361786,Source Verified,Fully Paid,debt_consolidation,CA,6.67
8.699681400989514, 36 months,8.49,189.38,A,< 1 year,RENT,10.463131911491967,Not Verified,Charged Off,debt_consolidation,NJ,10.25
9.777130363659605, 36 months,7.49,548.17,A,4 years,MORTGAGE,11.695255355062795,Verified,Fully Paid,other,CA,0.84
8.517393171418904, 36 months,12.99,168.45,C,1 year,MORTGAGE,11.264476926102367,Not Verified,Fully Paid,credit_card,TX,18.71
10.239995502805316, 60 months,12.99,636.95,C,7 years,MORTGAGE,11.561725152903833,Verified,Fully Paid,home_improvement,FL,5.99
7.438971592395862, 36 months,15.23,59.13,C,2 years,RENT,10.404293143019792,Source Verified,Fully Paid,moving,FL,10.62
10.463131911491967, 60 months,17.49,879.09,D,2 years,MORTGAGE,12.17355461910053,Source Verified,Fully Paid,debt_consolidation,NY,6.01
9.210440366976517, 60 months,16.89,247.94,D,< 1 year,MORTGAGE,11.002116507732017,Source Verified,Charged Off,debt_consolidation,IL,14.82
9.210440366976517, 36 months,13.49,339.31,C,10+ years,MORTGAGE,11.38054769238444,Not Verified,Fully Paid,debt_consolidation,TX,16.49
10.308985993422082, 36 months,19.29,1104.09,E,10+ years,MORTGAGE,11.748005492256807,Verified,Fully Paid,home_improvement,FL,18.24
8.517393171418904, 36 months,10.99,163.67,B,10+ years,RENT,10.860939421415225,Verified,Fully Paid,other,NJ,19.28
9.392745258631441, 60 months,10.99,260.85,B,< 1 year,MORTGAGE,11.951186847493476,Verified,Fully Paid,home_improvement,CA,14.68
8.188966863648876, 60 months,17.49,90.43,D,< 1 year,RENT,11.156207662970246,Source Verified,Fully Paid,debt_consolidation,CA,3.34
9.90353755128617, 60 months,19.69,526.44,E,6 years,RENT,11.695255355062795,Source Verified,Fully Paid,credit_card,CA,8.81
9.798182590890704, 36 months,9.99,580.73,B,5 years,OWN,11.362114203075018,Verified,Fully Paid,debt_consolidation,TX,11.56
9.392745258631441, 36 months,8.49,378.76,A,< 1 year,RENT,11.461642696843066,Source Verified,Fully Paid,debt_consolidation,IL,15.46
7.550135342488429, 36 months,5.99,57.8,A,5 years,MORTGAGE,10.601647149919609,Not Verified,Fully Paid,credit_card,CA,2.0
10.463131911491967, 36 months,10.59,1139.08,B,6 years,MORTGAGE,11.608244735642321,Verified,Charged Off,small_business,TX,1.63
8.288031567776464, 36 months,10.99,130.12,B,2 years,MORTGAGE,10.819798284210286,Source Verified,Fully Paid,debt_consolidation,CA,20.83
7.937731775260109, 60 months,13.49,64.42,C,4 years,RENT,10.799514350728673,Source Verified,Charged Off,other,FL,16.63
8.987321812850125, 36 months,5.99,243.34,A,10+ years,MORTGAGE,10.924696702357316,Verified,Fully Paid,home_improvement,CA,27.88
8.853808274977197, 36 months,12.99,235.83,C,9 years,MORTGAGE,10.868587496017359,Not Verified,Fully Paid,wedding,TX,20.27
9.392745258631441, 36 months,10.99,392.81,B,9 years,MORTGAGE,11.561725152903833,Not Verified,Fully Paid,debt_consolidation,CA,9.86
7.824445930877619, 36 months,6.99,77.19,A,4 years,RENT,10.596659732783579,Not Verified,Fully Paid,small_business,IL,18.78
7.783640596221253, 36 months,11.99,79.71,B,< 1 year,RENT,10.373522431293592,Not Verified,Fully Paid,debt_consolidation,NJ,12.34
8.630700432209832, 36 months,7.49,174.17,A,6 years,RENT,10.645448706505872,Source Verified,Fully Paid,debt_consolidation,CA,22.57
8.006700845440367, 60 months,12.99,68.25,C,6 years,RENT,10.915106645867503,Source Verified,Charged Off,home_improvement,FL,6.07
9.90353755128617, 60 months,16.49,491.59,D,6 years,RENT,10.961295207644392,Verified,Fully Paid,debt_consolidation,NY,16.13
10.12667110305036, 60 months,18.79,645.63,E,10+ years,MORTGAGE,11.264476926102367,Verified,Fully Paid,small_business,IL,3.63
9.210440366976517, 36 months,7.49,311.02,A,5 years,RENT,10.275085591132715,Source Verified,Fully Paid,debt_consolidation,NJ,17.5
8.188966863648876, 36 months,13.99,123.03,C,2 years,RENT,11.112462823634855,Not Verified,Charged Off,credit_card,CA,16.1
9.952325334619427, 60 months,13.99,488.53,C,5 years,MORTGAGE,11.225256725762893,Verified,Fully Paid,credit_card,CA,5.68
9.210440366976517, 36 months,5.99,304.18,A,< 1 year,MORTGAGE,11.856522261533737,Not Verified,Fully Paid,small_business,NJ,1.39
9.491828300264636, 36 months,15.62,463.35,D,10+ years,RENT,10.596659732783579,Not Verified,Fully Paid,debt_consolidation,NJ,20.85
9.392745258631441, 60 months,11.49,263.86,B,10+ years,MORTGAGE,10.918736348043124,Not Verified,Fully Paid,debt_consolidation,NY,10.57
8.517393171418904, 36 months,5.42,150.8,A,7 years,RENT,10.691967639914864,Source Verified,Fully Paid,debt_consolidation,CA,15.0
8.635153989049803, 36 months,6.99,173.66,A,10+ years,MORTGAGE,11.51293546492023,Not Verified,Fully Paid,major_purchase,TX,10.64
9.392745258631441, 36 months,6.99,370.48,A,4 years,MORTGAGE,10.645448706505872,Not Verified,Fully Paid,home_improvement,IL,14.29
8.517393171418904, 36 months,11.49,164.86,B,1 year,RENT,11.184435286790631,Not Verified,Fully Paid,other,NY,1.63
10.463131911491967, 36 months,12.99,1179.12,C,10+ years,RENT,11.225256725762893,Verified,Charged Off,debt_consolidation,CA,11.54
9.820160289946374, 60 months,20.25,490.06,F,6 years,OWN,11.532737896139919,Source Verified,Fully Paid,debt_consolidation,TX,19.24
9.472781556562168, 36 months,18.39,472.53,E,1 year,RENT,10.819798284210286,Verified,Charged Off,debt_consolidation,CA,8.52
9.210440366976517, 36 months,6.99,308.73,A,10+ years,MORTGAGE,11.870634873665747,Verified,Fully Paid,other,CA,0.52
9.525224101853109, 60 months,16.49,336.74,D,10+ years,MORTGAGE,11.362114203075018,Source Verified,Fully Paid,credit_card,CA,17.82
9.61587214452889, 36 months,7.49,466.53,A,10+ years,RENT,10.404293143019792,Source Verified,Fully Paid,debt_consolidation,NY,20.18
9.61587214452889, 60 months,17.49,376.76,D,< 1 year,RENT,10.961295207644392,Source Verified,Fully Paid,debt_consolidation,CA,22.06
9.433563920090563, 36 months,10.59,406.82,B,10+ years,RENT,11.002116507732017,Verified,Fully Paid,debt_consolidation,IL,24.6
8.517393171418904, 36 months,7.49,155.51,A,5 years,RENT,10.115408363827857,Source Verified,Fully Paid,car,CA,26.36
8.006700845440367, 36 months,13.99,102.52,C,4 years,RENT,11.407576060361786,Not Verified,Fully Paid,major_purchase,NJ,5.88
9.680406499268875, 36 months,17.99,578.36,E,10+ years,MORTGAGE,11.06665398721974,Not Verified,Fully Paid,debt_consolidation,FL,17.61
8.699681400989514, 36 months,11.99,199.26,B,2 years,OWN,10.463131911491967,Source Verified,Charged Off,debt_consolidation,NY,19.37
8.699681400989514, 36 months,15.62,209.82,D,3 years,RENT,10.571342565808699,Not Verified,Charged Off,debt_consolidation,CA,20.06
9.90353755128617, 36 months,9.99,645.25,B,5 years,RENT,11.156264806643742,Verified,Fully Paid,debt_consolidation,CA,22.34
9.604137675216665, 36 months,15.62,518.43,D,10+ years,MORTGAGE,10.968215530759236,Verified,Fully Paid,debt_consolidation,TX,21.39
8.699681400989514, 36 months,15.99,210.92,D,7 years,MORTGAGE,10.819798284210286,Not Verified,Fully Paid,small_business,FL,21.7
8.699681400989514, 36 months,5.42,180.96,A,2 years,MORTGAGE,10.716659698193956,Source Verified,Fully Paid,debt_consolidation,CA,5.96
9.392745258631441, 36 months,7.49,373.22,A,2 years,RENT,11.082157933374816,Verified,Fully Paid,debt_consolidation,CA,13.4
9.90353755128617, 60 months,22.48,557.86,G,5 years,MORTGAGE,11.195484970354173,Verified,Fully Paid,small_business,TX,16.83
9.04793908261736, 36 months,10.99,278.24,B,10+ years,RENT,10.555838779903407,Verified,Fully Paid,debt_consolidation,CA,19.31
9.90353755128617, 60 months,17.49,502.34,D,7 years,MORTGAGE,10.789339695269716,Verified,Charged Off,home_improvement,FL,13.86
8.909370405197466, 36 months,6.99,228.46,A,< 1 year,RENT,11.034905792929415,Source Verified,Fully Paid,debt_consolidation,CA,10.43
9.210440366976517, 36 months,11.49,329.72,B,7 years,MORTGAGE,11.391446859098352,Verified,Fully Paid,debt_consolidation,CA,11.22
9.61587214452889, 60 months,18.79,387.38,E,5 years,RENT,11.034905792929415,Source Verified,Fully Paid,debt_consolidation,NY,10.78
9.680406499268875, 60 months,17.49,401.87,D,7 years,RENT,11.097425172408931,Source Verified,Fully Paid,debt_consolidation,NJ,16.15
9.61587214452889, 36 months,15.99,527.29,D,8 years,RENT,11.407576060361786,Verified,Fully Paid,debt_consolidation,NY,24.81
8.699681400989514, 60 months,12.99,136.49,C,5 years,OWN,11.338583982516495,Not Verified,Fully Paid,other,FL,2.14
9.61587214452889, 36 months,8.49,473.45,A,10+ years,MORTGAGE,11.931642378754141,Not Verified,Fully Paid,debt_consolidation,IL,11.18
9.61587214452889, 60 months,15.99,364.7,D,10+ years,MORTGAGE,11.461642696843066,Source Verified,Charged Off,debt_consolidation,FL,11.85
9.392745258631441, 60 months,10.59,258.47,B,10+ years,RENT,10.12667110305036,Verified,Charged Off,credit_card,NY,13.63
8.922791623969637, 36 months,11.49,247.29,B,3 years,RENT,11.515930943990057,Not Verified,Fully Paid,home_improvement,CA,9.76
10.21008950984042, 36 months,8.49,857.73,A,10+ years,OWN,10.775721898213364,Verified,Fully Paid,debt_consolidation,CA,21.39
10.463131911491967, 60 months,16.49,860.28,D,< 1 year,MORTGAGE,11.31813853725963,Verified,Fully Paid,other,CA,2.32
9.210440366976517, 36 months,13.99,341.73,C,3 years,MORTGAGE,12.154784614286667,Verified,Fully Paid,credit_card,FL,24.64
8.922791623969637, 60 months,12.99,170.61,C,5 years,MORTGAGE,11.98291034404018,Verified,Fully Paid,other,NJ,19.45
9.35668926831132, 36 months,6.99,357.35,A,< 1 year,RENT,10.596659732783579,Not Verified,Fully Paid,debt_consolidation,NY,28.89
8.294299608857235, 36 months,5.42,120.64,A,10+ years,MORTGAGE,10.968215530759236,Not Verified,Fully Paid,home_improvement,TX,11.61
8.160803920954665, 36 months,13.49,118.76,C,3 years,OWN,10.12667110305036,Verified,Charged Off,medical,FL,19.15
9.546884034617925, 60 months,18.39,358.49,E,8 years,RENT,11.407576060361786,Source Verified,Fully Paid,debt_consolidation,FL,20.47
9.546884034617925, 36 months,11.49,461.6,B,3 years,MORTGAGE,12.154784614286667,Not Verified,Fully Paid,credit_card,CA,16.22
9.575052927597383, 36 months,12.99,485.13,C,10+ years,MORTGAGE,10.950824090522445,Not Verified,Fully Paid,debt_consolidation,IL,10.46
7.244941546337007, 36 months,8.49,44.19,A,6 years,RENT,10.125069885783383,Not Verified,Fully Paid,debt_consolidation,CA,19.76
9.210440366976517, 36 months,10.99,327.34,B,6 years,MORTGAGE,11.225256725762893,Source Verified,Fully Paid,credit_card,CA,16.88
9.32375833901174, 36 months,7.49,348.34,A,1 year,RENT,11.608244735642321,Source Verified,Fully Paid,other,FL,8.68
9.90353755128617, 60 months,18.39,512.13,E,< 1 year,RENT,11.133142723386813,Verified,Charged Off,debt_consolidation,CA,14.81
9.862717639992917, 36 months,11.99,637.63,B,8 years,MORTGAGE,11.559245915238733,Verified,Fully Paid,debt_consolidation,CA,14.2
10.12667110305036, 60 months,18.79,645.63,E,10+ years,RENT,11.502885230075814,Verified,Fully Paid,debt_consolidation,NJ,3.04
8.343077871169383, 36 months,7.49,130.63,A,< 1 year,RENT,10.828282024901505,Source Verified,Fully Paid,debt_consolidation,IL,16.4
10.308985993422082, 60 months,22.11,830.45,G,9 years,MORTGAGE,11.51293546492023,Verified,Fully Paid,credit_card,NJ,8.6
8.343077871169383, 36 months,5.99,127.76,A,10+ years,MORTGAGE,11.451060699493427,Not Verified,Fully Paid,other,FL,0.57
7.783640596221253, 36 months,18.79,87.72,E,2 years,RENT,10.545367754151743,Not Verified,Fully Paid,credit_card,CA,2.4
