index,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,revol_util,application_type,pub_rec_bankruptcies
4580,2.439135964655596,36,8.49,1104.71,A,SmithHanley Consulting Group,3 years,MORTGAGE,11.718971686369219,Verified,Fully Paid,s,debt_consolidation,NJ,12.44,1.0,4.0,Individual,0.0
4581,2.439135964655596,60,15.99,850.95,D,Shearman & Sterling LLP,5 years,RENT,11.407576060361786,Verified,Fully Paid,s,debt_consolidation,NY,5.08,0.0,78.5,Individual,0.0
4582,2.347298250010698,36,14.79,442.41,C,nan,10+ years,RENT,10.491301994830229,Verified,Charged Off,s,other,TX,8.47,1.0,11.5,Individual,1.0
4583,2.245468299029353,36,13.49,157.78,C,Armory Auto,10+ years,MORTGAGE,11.350418300109132,Source Verified,Fully Paid,s,small_business,NY,17.18,0.0,52.8,Individual,0.0
4584,2.2346357344832866,36,15.23,146.07,C,Pioneer Center for Human Services,< 1 year,RENT,9.980494888896912,Not Verified,Fully Paid,s,wedding,IL,4.67,0.0,97.7,Individual,1.0
4585,2.2720930397111068,36,10.59,195.27,B,Advent Software,4 years,MORTGAGE,11.884495917930655,Verified,Fully Paid,s,debt_consolidation,NJ,16.78,0.0,47.3,Individual,0.0
4586,2.3309192623212813,60,16.89,267.77,D,Joyce and Reyes Law Firm,4 years,RENT,11.255203408761272,Not Verified,Fully Paid,s,debt_consolidation,FL,7.56,0.0,95.6,Individual,0.0
4587,2.397790102345687,60,11.99,489.27,B,new york city police department,10+ years,MORTGAGE,11.407576060361786,Verified,Charged Off,s,debt_consolidation,NY,17.15,0.0,76.3,Individual,0.0
4588,2.241991300989741,36,5.42,135.72,A,The Designory,< 1 year,RENT,11.112462823634855,Source Verified,Fully Paid,s,major_purchase,CA,5.39,0.0,18.3,Individual,0.0
4589,2.359151882727373,36,5.42,437.32,A,Dch Chrysler Jeep Dodge of Temecula,10+ years,MORTGAGE,11.156264806643742,Verified,Charged Off,s,credit_card,CA,8.73,0.0,11.4,Individual,0.0
4590,2.2572326633843094,60,11.49,114.34,B,USPS,1 year,MORTGAGE,10.950824090522445,Verified,Charged Off,s,home_improvement,CA,0.32,0.0,7.5,Individual,0.0
4591,2.379377841348507,36,5.99,547.52,A,CHEVRON USA,8 years,RENT,11.082157933374816,Not Verified,Fully Paid,s,debt_consolidation,TX,7.2,0.0,30.7,Individual,0.0
4592,2.2878580073643144,36,5.42,211.12,A,dna 2.0,< 1 year,OWN,10.714439990727769,Source Verified,Fully Paid,s,debt_consolidation,CA,7.36,0.0,68.9,Individual,0.0
4593,2.2294012669472845,60,11.49,87.96,B,USC,10+ years,RENT,11.98636069951766,Verified,Fully Paid,s,other,CA,15.55,0.0,63.1,Individual,0.0
4594,2.276292115320346,36,7.49,194.39,A,SPAWAR,3 years,MORTGAGE,11.053711418267817,Not Verified,Fully Paid,s,debt_consolidation,CA,11.59,0.0,28.1,Individual,0.0
4595,2.2294012669472845,60,13.99,93.06,C,Arch Personal Care,3 years,RENT,10.463246187411299,Source Verified,Fully Paid,s,other,NJ,13.27,0.0,30.5,Individual,0.0
4596,2.2396013164077413,36,5.42,132.71,A,National Credit Union Administration,2 years,MORTGAGE,11.170449240431308,Source Verified,Fully Paid,s,debt_consolidation,IL,13.61,0.0,9.5,Individual,0.0
4597,2.341107991445833,36,5.42,361.92,A,Sears Holdings,4 years,MORTGAGE,11.849404844423074,Source Verified,Fully Paid,s,other,IL,7.05,0.0,10.0,Individual,0.0
4598,2.261173278792782,36,16.49,191.16,D,Scott and White Health Care,< 1 year,OWN,10.130822308468806,Source Verified,Fully Paid,s,debt_consolidation,TX,16.97,0.0,90.0,Individual,0.0
4599,2.393551793043435,60,16.89,520.67,D,GCA Services Group,4 years,RENT,10.518700218288165,Verified,Charged Off,s,major_purchase,NY,6.29,1.0,11.8,Individual,0.0
4600,2.3234107621942104,36,5.42,301.6,A,Archer & Greiner,6 years,MORTGAGE,10.819798284210286,Not Verified,Charged Off,s,debt_consolidation,NJ,10.08,0.0,19.4,Individual,0.0
4601,2.4093450282818294,60,13.49,575.12,C,ILLINOIS STATE POLICE,8 years,MORTGAGE,11.598194491615347,Source Verified,Charged Off,s,debt_consolidation,IL,6.49,0.0,29.1,Individual,0.0
4602,2.2878580073643144,36,7.49,217.72,A,Palm Valley Church,< 1 year,MORTGAGE,10.839600519357369,Source Verified,Fully Paid,s,car,TX,3.95,0.0,0.0,Individual,0.0
4603,2.4290596190532923,60,17.99,792.11,E,roselle board of education,2 years,RENT,11.429554725537322,Verified,Charged Off,s,debt_consolidation,NJ,13.43,0.0,66.4,Individual,0.0
4604,2.3890872825709972,60,13.49,460.1,C,Saska's Steakhouse,4 years,RENT,10.463131911491967,Verified,Fully Paid,s,small_business,CA,12.65,0.0,3.5,Individual,0.0
4605,2.277515808367893,60,12.99,143.89,C,Lenel,4 years,RENT,10.993681170094515,Not Verified,Fully Paid,s,other,NY,14.48,0.0,51.2,Individual,0.0
4606,2.3584977298935645,36,5.42,434.31,A,"DATAMETRIX, INC.",2 years,MORTGAGE,11.3290026268093,Not Verified,Fully Paid,s,debt_consolidation,CA,6.46,0.0,34.6,Individual,0.0
4607,2.318115624071968,36,13.99,323.79,C,"Charles Schwab & Co., Inc.",10+ years,MORTGAGE,11.110984141035681,Source Verified,Fully Paid,s,debt_consolidation,CA,19.32,0.0,93.9,Individual,0.0
4608,2.2720930397111068,36,10.59,195.27,B,Hermosa Beach City Schools,10+ years,RENT,11.295900655914194,Source Verified,Fully Paid,s,vacation,CA,16.67,0.0,40.0,Individual,0.0
4609,2.4093450282818294,60,11.49,549.69,B,First Federal Bank Texas,3 years,MORTGAGE,10.768506042432708,Verified,Fully Paid,s,debt_consolidation,TX,14.12,0.0,34.8,Individual,0.0
4610,2.317332941450812,60,21.36,256.21,F,Johanson Manufacturing,< 1 year,RENT,10.819798284210286,Source Verified,Fully Paid,s,other,NJ,6.82,0.0,61.3,Individual,0.0
4611,2.397790102345687,36,11.49,725.37,B,nan,3 years,RENT,11.686887175419702,Verified,Fully Paid,s,credit_card,CA,10.99,0.0,66.3,Individual,0.0
4612,2.3994269064942095,60,15.99,544.61,D,State Street,10+ years,RENT,11.398602685715527,Source Verified,Fully Paid,s,debt_consolidation,CA,18.96,1.0,59.1,Individual,0.0
4613,2.358168786434086,36,9.99,462.97,B,TheEconomist Group,10+ years,MORTGAGE,11.51293546492023,Verified,Fully Paid,s,debt_consolidation,NJ,14.41,0.0,44.9,Individual,0.0
4614,2.2630835984043935,36,7.49,171.06,A,Northern Trust Company,6 years,MORTGAGE,10.557139982397933,Source Verified,Fully Paid,s,debt_consolidation,IL,15.23,0.0,22.1,Individual,0.0
4615,2.1979688386872795,36,15.23,104.34,C,ANGMAR Companies,3 years,RENT,10.545367754151743,Not Verified,Fully Paid,s,debt_consolidation,TX,21.66,0.0,70.5,Individual,0.0
4616,2.2531209847743163,60,15.99,121.57,D,"Lakin Spears, LLP",7 years,RENT,10.799595985047786,Source Verified,Fully Paid,s,debt_consolidation,CA,18.49,0.0,69.3,Individual,1.0
4617,2.341107991445833,36,5.99,365.01,A,Law Offices of Kenneth W. Turner,< 1 year,RENT,10.555838779903407,Source Verified,Fully Paid,s,credit_card,CA,14.28,0.0,40.9,Individual,0.0
4618,2.2294012669472845,36,11.49,131.89,B,San Bernardino City Unified School Distr,5 years,MORTGAGE,11.082157933374816,Source Verified,Fully Paid,s,debt_consolidation,CA,9.3,0.0,0.0,Individual,1.0
4619,2.1179272289544824,36,14.79,51.85,C,nys dept of law,10+ years,RENT,10.62135173563291,Source Verified,Fully Paid,s,debt_consolidation,NY,19.2,1.0,91.3,Individual,0.0
4620,2.3558304641281165,36,8.49,441.89,A,Edge Initiatives-The Alternative Board,4 years,RENT,10.606708818667547,Not Verified,Fully Paid,s,debt_consolidation,NY,26.08,0.0,61.6,Individual,0.0
4621,2.294834295413988,36,5.42,226.2,A,World Fuel Services,4 years,RENT,11.289794413577894,Source Verified,Fully Paid,s,debt_consolidation,FL,5.54,0.0,16.8,Individual,0.0
4622,2.290712409213045,36,10.99,235.69,B,northside independent school district,7 years,MORTGAGE,10.540090836284206,Not Verified,Fully Paid,s,debt_consolidation,TX,8.57,0.0,57.3,Individual,0.0
4623,2.2396013164077413,36,16.89,156.64,D,PSEG,6 years,OWN,11.082157933374816,Verified,Fully Paid,s,debt_consolidation,NJ,15.49,0.0,90.2,Individual,0.0
4624,2.125655021547276,36,10.59,52.08,B,Hot Topic,3 years,RENT,9.392745258631441,Not Verified,Charged Off,s,debt_consolidation,CA,3.6,0.0,43.3,Individual,0.0
4625,2.393551793043435,60,15.99,510.57,D,UNITED STATES MARSHALS SERVICE,10+ years,MORTGAGE,11.813037464800539,Verified,Fully Paid,s,debt_consolidation,CA,12.97,1.0,40.2,Individual,0.0
4626,2.341107991445833,36,7.49,373.22,A,prudential financial,6 years,MORTGAGE,11.082157933374816,Not Verified,Fully Paid,s,debt_consolidation,IL,9.23,0.0,28.2,Individual,0.0
4627,2.3890872825709972,60,16.89,495.87,D,Verizon Wireless,7 years,RENT,10.819798284210286,Verified,Fully Paid,s,debt_consolidation,FL,17.45,0.0,88.7,Individual,0.0
4628,2.3013164699169826,36,11.49,263.78,B,nan,10+ years,MORTGAGE,11.082157933374816,Not Verified,Fully Paid,s,small_business,CA,16.65,0.0,64.2,Individual,0.0
4629,2.2720930397111068,36,7.49,186.61,A,M&T Bank,10+ years,MORTGAGE,11.270866642542865,Not Verified,Fully Paid,s,other,NY,14.97,0.0,59.6,Individual,0.0
4630,2.3566728524715144,36,12.99,475.86,C,City Mechanical,4 years,RENT,10.308985993422082,Source Verified,Fully Paid,s,debt_consolidation,TX,18.2,0.0,50.5,Individual,0.0
4631,2.4093450282818294,36,13.99,854.32,C,Florida Medical Clinic,2 years,MORTGAGE,12.206077645517674,Source Verified,Fully Paid,s,small_business,FL,10.06,0.0,30.8,Individual,0.0
4632,2.172890968199372,36,16.49,84.96,D,Michael Art & Craz,7 years,RENT,10.348205424565993,Source Verified,Fully Paid,s,other,CA,2.04,1.0,76.4,Individual,0.0
4633,2.2878580073643144,36,13.49,237.52,C,Fort Worth Tire & Service Inc.,2 years,RENT,10.62135173563291,Not Verified,Fully Paid,s,credit_card,TX,6.47,0.0,71.3,Individual,0.0
4634,2.347298250010698,36,5.42,386.05,A,Germania Insurance,3 years,MORTGAGE,10.915106645867503,Not Verified,Fully Paid,s,other,TX,6.17,0.0,32.8,Individual,0.0
4635,2.36235025329959,60,19.69,394.83,E,SEWARD & KISSEL,7 years,RENT,10.308985993422082,Verified,Fully Paid,s,home_improvement,NY,15.04,0.0,30.8,Individual,0.0
4636,2.218003510423322,36,12.99,121.29,C,Tin Roof Bakery,2 years,RENT,10.491301994830229,Source Verified,Fully Paid,s,moving,CA,21.6,0.0,74.5,Individual,0.0
4637,2.3890872825709972,60,18.79,516.51,E,Moody's Investor Services,2 years,RENT,11.082157933374816,Verified,Fully Paid,s,debt_consolidation,NY,20.9,0.0,68.8,Individual,0.0
4638,2.368410894537015,36,8.49,505.01,A,SGC Energia,< 1 year,MORTGAGE,11.918397239722838,Verified,Fully Paid,s,credit_card,TX,13.84,0.0,54.2,Individual,0.0
4639,2.3234107621942104,36,12.99,336.9,C,Oliver Peoples,< 1 year,RENT,10.819798284210286,Verified,Fully Paid,s,other,NY,16.44,1.0,9.3,Individual,0.0
4640,2.3013164699169826,60,10.99,173.9,B,The Bank of New York Mellon,3 years,RENT,12.165255859329688,Verified,Fully Paid,s,medical,NY,0.22,0.0,0.1,Individual,0.0
4641,2.3712877070109015,36,7.49,513.18,A,Wintersteen & Dunning,5 years,MORTGAGE,11.082157933374816,Not Verified,Fully Paid,s,credit_card,IL,9.08,0.0,76.3,Individual,0.0
4642,2.2900070688677485,36,6.99,220.74,A,Associated Press,3 years,RENT,11.021918808236205,Not Verified,Fully Paid,s,debt_consolidation,NY,11.02,0.0,51.0,Individual,0.0
4643,2.341107991445833,60,11.49,215.48,B,Sears Holdings Corporation,10+ years,MORTGAGE,10.714439990727769,Not Verified,Charged Off,s,credit_card,CA,3.87,0.0,30.8,Individual,1.0
4644,2.439135964655596,36,12.99,1179.12,C,nan,8 years,MORTGAGE,11.967466410724985,Source Verified,Fully Paid,s,debt_consolidation,TX,7.62,0.0,9.6,Individual,0.0
4645,2.1519252521271723,36,5.42,60.32,A,FIS,4 years,MORTGAGE,11.461010925018028,Not Verified,Fully Paid,s,vacation,FL,15.14,0.0,51.8,Individual,0.0
4646,2.2720930397111068,36,11.49,197.83,B,Sony Online Entertainment,2 years,RENT,10.12667110305036,Source Verified,Fully Paid,s,debt_consolidation,CA,5.52,0.0,43.7,Individual,0.0
4647,2.2987785783597547,36,10.59,253.86,B,Faith Community Hospice,< 1 year,MORTGAGE,11.002116507732017,Source Verified,Fully Paid,s,debt_consolidation,TX,6.36,0.0,27.2,Individual,0.0
4648,2.439135964655596,60,10.99,504.31,B,MacKay Shields,2 years,MORTGAGE,12.8212826086489,Source Verified,Fully Paid,s,debt_consolidation,NJ,1.82,0.0,88.8,Individual,0.0
4649,2.425597630354696,60,17.99,761.64,E,Baylor University,9 years,MORTGAGE,11.561725152903833,Verified,Fully Paid,s,debt_consolidation,TX,19.04,0.0,73.0,Individual,0.0
4650,2.2531209847743163,36,15.23,173.9,C,E-gain Technologies,2 years,RENT,11.082157933374816,Source Verified,Charged Off,s,small_business,CA,22.87,2.0,71.1,Individual,0.0
4651,2.172890968199372,36,10.59,78.11,B,nan,nan,MORTGAGE,11.454692356205449,Verified,Fully Paid,s,debt_consolidation,CA,13.69,0.0,94.0,Individual,0.0
4652,2.2685923918677653,36,6.99,179.07,A,"CD3, Inc",4 years,MORTGAGE,10.714439990727769,Source Verified,Fully Paid,s,debt_consolidation,TX,7.92,0.0,39.3,Individual,0.0
4653,2.328177375852995,36,13.49,356.27,C,Frankfort-Schuyler CSD,3 years,RENT,10.545367754151743,Source Verified,Fully Paid,s,debt_consolidation,NY,16.64,0.0,68.7,Individual,0.0
4654,2.3835191730101593,60,17.49,472.83,D,COPE,6 years,MORTGAGE,11.082157933374816,Verified,Charged Off,s,debt_consolidation,FL,11.91,0.0,79.7,Individual,0.0
4655,2.2803099631819985,36,10.99,212.78,B,INVEST Financial Corporation,< 1 year,RENT,10.308985993422082,Source Verified,Fully Paid,s,credit_card,FL,11.04,0.0,60.7,Individual,0.0
4656,2.3890872825709972,60,11.99,444.79,B,MTV Networks,4 years,RENT,10.933124826700707,Verified,Fully Paid,s,moving,CA,29.51,0.0,26.9,Individual,0.0
4657,2.4247085614847737,60,20.62,530.77,F,centennial elevator industries inc,2 years,MORTGAGE,11.736077016252437,Verified,Fully Paid,s,debt_consolidation,NY,17.23,0.0,24.6,Individual,0.0
4658,2.1979688386872795,36,16.89,106.8,D,Deloitte Consulting,5 years,RENT,11.002116507732017,Not Verified,Charged Off,s,medical,NY,2.54,3.0,0.0,Individual,0.0
4659,2.3049953129245266,36,8.49,261.98,A,Mercantil Commercebank,5 years,OWN,10.819798284210286,Not Verified,Charged Off,s,debt_consolidation,FL,2.88,0.0,41.6,Individual,0.0
4660,2.425597630354696,60,19.69,789.66,E,Idis Inc.,1 year,MORTGAGE,11.751950239425476,Verified,Charged Off,s,debt_consolidation,NJ,17.76,0.0,94.7,Individual,0.0
4661,2.2630835984043935,36,16.49,194.7,D,IMG,3 years,RENT,10.820837723006973,Not Verified,Fully Paid,s,debt_consolidation,NY,5.73,0.0,98.7,Individual,0.0
4662,2.4086229120829805,36,7.49,771.33,A,Sava Senior Care,5 years,MORTGAGE,11.775297421715827,Verified,Fully Paid,s,home_improvement,FL,13.71,0.0,19.0,Individual,0.0
4663,2.3291007857169737,60,21.36,288.92,F,Hyatt mission bay spa Resort,< 1 year,RENT,10.308985993422082,Source Verified,Fully Paid,s,debt_consolidation,CA,10.48,0.0,36.1,Individual,0.0
4664,2.4093450282818294,60,20.62,553.58,F,Breitburn Energy,5 years,RENT,11.326607934898927,Verified,Fully Paid,s,major_purchase,CA,1.78,0.0,32.5,Individual,0.0
4665,2.425597630354696,36,5.99,912.53,A,Mitchell International,< 1 year,RENT,11.782960235741939,Verified,Fully Paid,s,wedding,CA,16.28,0.0,5.6,Individual,0.0
4666,2.4194784443591764,36,7.49,870.85,A,nan,8 years,MORTGAGE,11.964007453736912,Verified,Fully Paid,s,small_business,IL,8.23,0.0,0.8,Individual,0.0
4667,2.3740707497599995,36,16.89,605.17,D,IDEA Public Schools,4 years,MORTGAGE,11.238449144805152,Not Verified,Fully Paid,s,debt_consolidation,TX,18.29,0.0,72.4,Individual,0.0
4668,2.393334128112061,60,21.36,468.81,F,GAF,5 years,MORTGAGE,11.251573687764477,Verified,Charged Off,s,debt_consolidation,NJ,19.92,0.0,55.0,Individual,0.0
4669,2.336160705374545,36,17.99,412.09,E,AT&T,4 years,MORTGAGE,10.915106645867503,Verified,Charged Off,s,small_business,IL,2.27,0.0,15.6,Individual,0.0
4670,2.439135964655596,60,11.49,485.93,B,united parcel service,10+ years,RENT,11.156264806643742,Verified,Fully Paid,s,debt_consolidation,NY,27.63,0.0,46.2,Individual,0.0
4671,2.4044390117439103,60,16.89,586.99,D,Westfield Corp.,3 years,RENT,10.859018228147887,Verified,Fully Paid,s,debt_consolidation,CA,24.35,0.0,78.7,Individual,0.0
4672,2.2878580073643144,36,11.99,232.47,B,Rutledge Kain Enterprises,< 1 year,RENT,10.457401400981889,Source Verified,Charged Off,s,debt_consolidation,CA,21.21,0.0,70.0,Individual,0.0
4673,2.2531209847743163,36,6.99,154.37,A,STVT,2 years,MORTGAGE,11.289794413577894,Not Verified,Fully Paid,s,major_purchase,TX,3.97,0.0,10.8,Individual,0.0
4674,2.2878580073643144,36,5.42,211.12,A,innovation line,4 years,RENT,10.268165387743457,Source Verified,Fully Paid,s,other,CA,17.33,0.0,18.5,Individual,0.0
4675,2.368410894537015,60,18.39,409.7,E,G4S secure solutions,3 years,RENT,10.633954602328156,Verified,Fully Paid,s,debt_consolidation,FL,13.79,0.0,49.5,Individual,0.0
4676,2.425597630354696,36,5.99,912.53,A,NTRglobal,6 years,RENT,11.561725152903833,Verified,Fully Paid,s,debt_consolidation,TX,23.84,0.0,7.1,Individual,0.0
4677,2.4194784443591764,36,5.99,851.69,A,BlackRock,3 years,MORTGAGE,12.460718739865236,Verified,Fully Paid,s,small_business,CA,2.83,0.0,6.5,Individual,0.0
4678,2.298456315926344,36,5.99,236.5,A,"XPEM, Inc",< 1 year,MORTGAGE,10.645448706505872,Source Verified,Fully Paid,s,debt_consolidation,CA,4.43,0.0,19.5,Individual,0.0
4679,2.341107991445833,60,10.99,189.12,B,American Transport Group,1 year,RENT,10.645448706505872,Verified,Fully Paid,s,other,IL,14.37,0.0,0.0,Individual,0.0
4680,2.290712409213045,36,11.99,239.11,B,Tema Oil & Gas,1 year,MORTGAGE,11.309596795779068,Not Verified,Fully Paid,s,credit_card,TX,5.32,0.0,54.0,Individual,0.0
4681,2.396120506914214,36,10.59,670.43,B,All American Asphalt,10+ years,MORTGAGE,11.58989576532275,Verified,Fully Paid,s,major_purchase,CA,9.4,0.0,42.3,Individual,0.0
4682,2.422900724860042,60,13.99,450.73,C,nan,nan,RENT,10.875648090574092,Verified,Fully Paid,s,debt_consolidation,CA,17.41,0.0,46.0,Individual,0.0
4683,2.294834295413988,36,13.49,254.48,C,Normandie Casino,< 1 year,RENT,10.491301994830229,Source Verified,Fully Paid,s,debt_consolidation,CA,7.5,0.0,95.3,Individual,0.0
4684,2.3082413544750304,36,11.99,284.78,B,Navigant Consulting Inc,10+ years,MORTGAGE,11.695255355062795,Verified,Fully Paid,s,debt_consolidation,NJ,22.86,0.0,76.6,Individual,0.0
4685,2.218003510423322,36,11.99,119.56,B,Two Men and a Truck,< 1 year,RENT,9.798182590890704,Not Verified,Fully Paid,s,other,FL,21.07,0.0,39.3,Individual,0.0
4686,2.3234107621942104,60,13.49,189.22,C,TarHeel Roofing  Inc.,10+ years,MORTGAGE,12.00156069298855,Source Verified,Fully Paid,s,major_purchase,FL,4.69,1.0,40.2,Individual,0.0
4687,2.425597630354696,60,13.99,697.9,C,Department of Defense/US Navy,10+ years,OWN,11.542493975902508,Verified,Charged Off,s,small_business,FL,8.92,0.0,40.6,Individual,0.0
4688,2.439135964655596,60,16.49,860.28,D,nan,4 years,RENT,11.184435286790631,Verified,Fully Paid,s,debt_consolidation,CA,20.65,0.0,78.5,Individual,0.0
4689,2.319405094199375,36,5.42,289.54,A,Willis Insurance Services of CA,6 years,MORTGAGE,10.799595985047786,Source Verified,Fully Paid,s,credit_card,CA,3.72,0.0,36.5,Individual,0.0
4690,2.348779658802277,36,12.99,437.96,C,"Ernst & Young, LLP",2 years,RENT,11.082157933374816,Source Verified,Fully Paid,s,debt_consolidation,IL,19.57,0.0,77.9,Individual,0.0
4691,2.341107991445833,60,15.99,291.76,D,South Nassau Communities Hospital,3 years,RENT,10.448743588106625,Not Verified,Fully Paid,s,debt_consolidation,NY,15.86,1.0,2.5,Individual,0.0
4692,2.2531209847743163,36,11.49,164.86,B,BENCHMARK GOLD,3 years,RENT,11.082157933374816,Source Verified,Fully Paid,s,medical,NJ,2.97,0.0,5.7,Individual,0.0
4693,2.290712409213045,36,15.23,250.41,C,CRAMER-KRASSELT ADVERTISING,8 years,MORTGAGE,11.225256725762893,Source Verified,Fully Paid,s,other,IL,0.98,0.0,97.2,Individual,0.0
4694,2.3013164699169826,36,10.99,261.88,B,"HKS Architects, Inc.",1 year,MORTGAGE,11.127277689932466,Not Verified,Fully Paid,s,home_improvement,CA,9.94,1.0,28.8,Individual,0.0
4695,2.125655021547276,36,9.99,51.62,B,Modis,< 1 year,OWN,10.778977123006351,Verified,Fully Paid,s,debt_consolidation,TX,1.63,1.0,57.5,Individual,0.0
4696,2.439135964655596,60,11.49,480.43,B,SDG&E,< 1 year,MORTGAGE,11.678448377988165,Verified,Fully Paid,s,credit_card,CA,8.73,0.0,48.3,Individual,0.0
4697,2.380527543599215,60,17.49,457.76,D,"Applied Systems, Inc",10+ years,MORTGAGE,10.915106645867503,Verified,Fully Paid,s,credit_card,IL,20.84,0.0,90.7,Individual,0.0
4698,2.439135964655596,60,18.39,896.22,E,Cornell University,10+ years,MORTGAGE,11.552155793461898,Verified,Fully Paid,s,debt_consolidation,NY,18.44,0.0,74.9,Individual,0.0
4699,2.439135964655596,60,18.39,896.22,E,giuntas meat farms,8 years,RENT,11.552155793461898,Verified,Fully Paid,s,wedding,NY,10.58,1.0,31.7,Individual,0.0
4700,2.368410894537015,60,10.99,347.8,B,Saic,3 years,RENT,11.775297421715827,Verified,Fully Paid,s,wedding,CA,11.6,0.0,59.6,Individual,0.0
4701,2.1179272289544824,36,15.62,52.46,D,University of Illinois,10+ years,RENT,10.571342565808699,Not Verified,Fully Paid,s,other,IL,13.08,0.0,97.9,Individual,1.0
4702,2.368410894537015,60,17.99,406.21,E,us army,10+ years,RENT,11.225256725762893,Source Verified,Fully Paid,s,debt_consolidation,IL,21.22,0.0,57.6,Individual,0.0
4703,2.237150472643073,60,11.49,94.55,B,nan,nan,MORTGAGE,10.778977123006351,Source Verified,Fully Paid,s,vacation,NJ,13.18,0.0,43.8,Individual,0.0
4704,2.4093450282818294,36,7.49,777.55,A,Lindmore Irrigation District,4 years,MORTGAGE,11.813037464800539,Verified,Fully Paid,s,debt_consolidation,CA,21.5,0.0,60.6,Individual,0.0
4705,2.3378408966830024,36,11.99,385.24,B,DISA Inc,< 1 year,MORTGAGE,10.968215530759236,Source Verified,Fully Paid,s,major_purchase,TX,8.3,0.0,39.2,Individual,0.0
4706,2.172890968199372,36,15.23,83.47,C,University of South Florida,3 years,RENT,10.959557617938563,Source Verified,Fully Paid,s,moving,FL,18.01,0.0,97.9,Individual,0.0
4707,2.3450279096009217,60,14.79,296.0,C,Rizza Ford/Kia,2 years,MORTGAGE,11.289794413577894,Source Verified,Charged Off,s,credit_card,IL,13.42,0.0,74.6,Individual,1.0
4708,2.2803099631819985,36,15.99,228.49,D,Wright's Media,7 years,MORTGAGE,11.775297421715827,Source Verified,Fully Paid,s,wedding,TX,13.01,0.0,53.7,Individual,0.0
4709,2.3566728524715144,60,15.23,337.75,C,Goldey Capital,< 1 year,RENT,10.571342565808699,Source Verified,Fully Paid,s,credit_card,CA,22.58,0.0,45.0,Individual,0.0
4710,2.341107991445833,36,10.59,390.54,B,New American Funding,< 1 year,RENT,10.819798284210286,Source Verified,Fully Paid,s,debt_consolidation,CA,18.58,0.0,80.1,Individual,0.0
4711,2.4353075832552142,60,21.74,582.4,F,nan,10+ years,RENT,12.611541086966115,Source Verified,Charged Off,s,debt_consolidation,NY,2.77,0.0,13.1,Individual,0.0
4712,2.425597630354696,36,8.49,946.89,A,nan,2 years,MORTGAGE,12.323860125621126,Source Verified,Fully Paid,s,home_improvement,NJ,5.41,0.0,0.9,Individual,0.0
4713,2.2294012669472845,36,6.99,123.5,A,Air Force,9 years,RENT,11.082157933374816,Not Verified,Fully Paid,s,major_purchase,FL,25.18,0.0,3.0,Individual,0.0
4714,2.211765541559167,36,8.49,107.32,A,Baptist Health South Florida,4 years,RENT,11.23850177707664,Not Verified,Fully Paid,s,debt_consolidation,FL,20.65,0.0,54.3,Individual,0.0
4715,2.341107991445833,60,12.99,272.98,C,US ARMY,7 years,RENT,11.184435286790631,Source Verified,Fully Paid,s,credit_card,TX,14.8,0.0,55.3,Individual,0.0
4716,2.1519252521271723,36,5.99,60.84,A,Children's Medical Center Dallas,4 years,MORTGAGE,10.373522431293592,Not Verified,Fully Paid,s,debt_consolidation,TX,9.71,0.0,0.5,Individual,0.0
4717,2.1979688386872795,36,8.49,94.69,A,Pasco County Schools,6 years,MORTGAGE,11.225256725762893,Source Verified,Fully Paid,s,credit_card,FL,15.18,0.0,66.3,Individual,0.0
4718,2.2531209847743163,36,11.99,166.05,B,Sylvania Lighting Service,4 years,RENT,10.457401400981889,Not Verified,Fully Paid,s,credit_card,CA,18.83,1.0,58.7,Individual,0.0
4719,2.348779658802277,36,10.99,425.55,B,East River Medical Imaging,1 year,RENT,11.06665398721974,Verified,Fully Paid,s,major_purchase,NY,9.32,0.0,36.7,Individual,0.0
4720,2.3013164699169826,36,12.99,269.52,C,nan,5 years,RENT,10.308985993422082,Not Verified,Fully Paid,s,debt_consolidation,FL,18.32,0.0,60.9,Individual,0.0
4721,2.2531209847743163,60,15.99,121.57,D,pci health training,10+ years,RENT,10.645448706505872,Not Verified,Fully Paid,s,other,TX,21.17,0.0,16.6,Individual,0.0
4722,2.3558304641281165,60,21.74,384.6,F,State of California- San Quentin,2 years,RENT,11.225256725762893,Verified,Fully Paid,s,wedding,CA,9.38,0.0,86.3,Individual,0.0
4723,2.425597630354696,60,13.99,478.64,C,Nestle North America,10+ years,RENT,10.915033917272405,Verified,Fully Paid,s,debt_consolidation,TX,13.94,0.0,28.6,Individual,0.0
4724,2.3890872825709972,60,18.39,512.13,E,Motorola,10+ years,MORTGAGE,11.23850177707664,Verified,Fully Paid,s,debt_consolidation,FL,15.25,0.0,90.1,Individual,0.0
4725,2.0907411873032014,36,10.99,39.29,B,Pacific Wine Distributorsq,< 1 year,OWN,9.169622538697624,Source Verified,Fully Paid,s,debt_consolidation,CA,7.63,0.0,1.4,Individual,0.0
4726,2.125655021547276,36,17.49,57.44,D,clerk of courts,10+ years,RENT,9.980494888896912,Source Verified,Fully Paid,s,home_improvement,FL,21.0,1.0,96.3,Individual,0.0
